Province,Name,Altitude,Latitude,Longitude,Owner,Lake
Ferrara,Idrosuperficie Lago delle Nazioni "M.llo Francesco Agello",-1,44°45'50"N,12°14'14"E,Giorgio Porta,Lago delle Nazioni
