ICAO,IDENT,Province,Name,Altitude,Latitude,Longitude,Owner,Radio
AOCHA,AOCHAMOIS,Aosta,Altiporto Chamois,300,45°50'5"N,7°37'13"E,NULL,NULL
AVPM,AONUS,Aosta,Campo Volo Chatelair,400,45°44'24"N,7°28'50"E,Sandro Cattaneo,NULL
LIMW,AO_AOSTA,Aosta,Aerop. Aosta St.Christophe,1240,45°44'19"N,7°22'5"E,Air Vallee spa,119.950
