AIRWAY,DESIGNATOR,SEQUENCE,LAT,LON,MAX ALTITUDE,MIN ALTITUDE,WIDTH
M620,PESAR,11,37°30'00''N,017°09'47''E,FL195,FL75,5 NM
M620,TISAL,12,36°30'00''N,017°46'23''E,FL195,FL75,5 NM

M621,VUSME,1,37°15'50''N,015°48'06''E,FL195,FL95,5 NM
M621,ERNAM,2,36°51'30''N,016°09'45''E,FL195,FL95,5 NM
M621,ASKOT,3,36°30'00''N,016°27'05''E,FL195,FL95,5 NM

M622,MADKA,1,41°20'00''N,009°16'06''E,FL195,FL95,5 NM
M622,RUGOX,2,41°15'04''N,009°21'36''E,FL195,FL95,5 NM
M622,OKIDO,3,40°49'50''N,009°49'26''E,FL195,FL95,5 NM
M622,SUKUN,4,40°45'02''N,009°54'40''E,FL195,FL95,5 NM
M622,QUENN,5,40°09'54''N,010°32'37''E,FL195,FL95,5 NM
M622,ABKON,6,39°52'20''N,010°48'24''E,FL195,FL165,5 NM
M622,ADUKA,7,38°33'44''N,011°57'03''E,FL195,FL165,5 NM
M622,KAPIL,8,38°21'22''N,012°07'33''E,FL195,FL165,5 NM
M622,TRAPANI VORTAC 'TRP',9,37°53'45''N,012°30'47''E,FL195,FL165,5 NM
M622,ADEXI,10,37°20'44''N,013°01'31''E,FL195,FL165,5 NM
M622,MABOX,11,37°09'42''N,013°11'39''E,FL195,FL105,5 NM
M622,SOPIR,12,36°30'00''N,013°47'37''E,FL195,FL105,5 NM

M623,PELOS,1,41°09'43''N,008°09'41''E,FL195,FL105,5 NM
M623,MINKA,2,40°49'09''N,008°51'20''E,FL195,FL105,5 NM

M725,XOLTA,1,42°42'14''N,015°44'54''E,FL195,FL95,5 NM
M725,RUPAX,2,42°18'03''N,015°28'18''E,FL195,FL95,5 NM
M725,MOLUX,3,41°18'24''N,014°48'25''E,FL195,FL95,5 NM
M725,BEDPI,4,41°15'00''N,014°46'10''E,FL195,FL95,5 NM
M725,SORRENTO DVOR/DME 'SOR',5,40°34'57''N,014°20'06''E,FL195,FL95,5 NM
M725,PEVIR,6,40°16'54''N,013°59'39''E,FL195,FL95,5 NM
M725,GIANO,7,38°52'09''N,012°26'51''E,FL195,FL95,5 NM
M725,PININ,8,37°55'47''N,011°23'40''E,FL195,FL95,5 NM
M725,SUSIP,9,37°40'25''N,011°06'50''E,FL195,FL95,5 NM

AIRWAY,DESIGNATOR,SEQUENCE,LAT,LON,UPPER BOUND,LOWER BOUND,WIDTH
M726,BRENO,1,46°58'48''N,011°22'36''E,FL195,FL145,5 NM
M726,EKPIS,2,46°47'14''N,011°21'20''E,FL195,FL155,5 NM
M726,NAXAV,3,46°27'50''N,011°19'20''E,FL195,FL135,5 NM
M726,SUMIR,4,46°15'32''N,011°21'35''E,FL195,FL135,5 NM
M726,DIKEM,5,46°02'23''N,011°23'58''E,FL195,FL125,5 NM
M726,VADIK,6,45°38'24''N,011°28'17''E,FL195,FL95,5 NM
M726,ALBET,7,45°25'36''N,011°30'33''E,FL195,FL95,5 NM
M726,LUMAV,8,44°48'52''N,011°36'59''E,FL195,FL155,5 NM
M726,SUKOM,9,44°33'09''N,011°40'11''E,FL195,FL155,5 NM
M726,PELEG,10,44°13'40''N,011°44'07''E,FL195,FL155,5 NM
M726,BAGNO,11,43°53'26''N,011°48'08''E,FL195,FL95,5 NM
M726,GAVRA,12,43°46'34''N,011°49'29''E,FL195,FL95,5 NM
M726,NIKMA,13,43°03'59''N,012°10'49''E,FL195,FL95,5 NM
M726,IPGOR,14,42°53'08''N,012°16'09''E,FL195,FL95,5 NM
M726,GITOD,15,42°48'01''N,012°18'39''E,FL195,FL95,5 NM
M726,LATINA VOR/DME 'LAT',16,41°32'28''N,012°55'05''E,FL195,FL95,5 NM
M726,NEKPI,17,41°20'00''N,013°05'00''E,FL195,FL95,5 NM
M726,PONZA VORTAC 'PNZ',18,40°54'43''N,012°57'27''E,FL195,FL95,5 NM
M726,ENSOT,19,40°32'00''N,012°59'15''E,FL195,FL95,5 NM
M726,BEROL,20,40°12'17''N,013°00'47''E,FL195,FL95,5 NM
M726,DORAS,21,39°35'56''N,013°03'36''E,FL195,FL95,5 NM
M726,LURON,22,38°51'32''N,013°06'57''E,FL195,FL95,5 NM
M726,PALERMO/Punta Raisi VOR/DME 'PAL',23,38°02'01''N,013°10'39''E,FL195,FL95,5 NM
M726,PIVOP,24,37°29'23''N,013°11'17''E,FL195,FL95,5 NM
M726,LONDI,25,37°20'44''N,013°11'27''E,FL195,FL95,5 NM
M726,MABOX,26,37°09'42''N,013°11'39''E,FL195,FL95,5 NM
M726,RATOK,27,36°43'52''N,013°12'09''E,FL195,FL95,5 NM
M726,MADIR,28,36°30'00''N,013°12'25''E,FL195,FL95,5 NM

M727,ODINA,1,46°06'16''N,008°39'54''E,FL195,FL135,5 NM
M727,SARONNO VOR/DME 'SRN',2,45°38'46''N,009°01'18''E,FL195,FL135,5 NM
M727,TARQUINIA VOR/DME 'TAQ',3,42°12'54''N,011°43'57''E,FL195,FL95,5 NM
M727,TORLI,4,41°35'48''N,012°01'06''E,FL195,FL95,5 NM
M727,PEPIX,5,41°09'36''N,012°11'19''E,FL195,FL95,5 NM
M727,GIANO,6,38°52'09''N,012°26'51''E,FL195,FL165,5 NM
M727,TRAPANI VORTAC 'TRP',7,37°53'45''N,012°30'47''E,FL195,FL165,5 NM
M727,TRAPANI NDB 'TRP',8,37°54'52''N,012°29'35''E,FL195,FL165,5 NM
M727,SENTI,9,37°10'17''N,012°32'59''E,FL195,FL75,5 NM
M727,KOLEX,10,36°30'00''N,012°34'58''E,FL195,FL75,5 NM

M728,MASOT,1,38°06'08''N,016°47'12''E,FL195,FL95,5 NM
M728,SODMO,2,37°43'48''N,017°31'44''E,FL195,FL95,5 NM
M728,BELIX,3,36°58'00''N,019°00'00''E,FL195,FL95,5 NM

M729,GENOVA VOR/DME 'GEN',1,44°25'28''N,009°04'56''E,FL195,FL95,5 NM
M729,LUKIM,2,44°08'24''N,009°18'31''E,FL195,FL95,5 NM
M729,IDONA,3,43°59'06''N,009°25'51''E,FL195,FL95,5 NM
M729,SPEZI,4,43°46'34''N,009°35'41''E,FL195,FL95,5 NM
M729,BETEN,5,43°33'11''N,009°46'06''E,FL195,FL95,5 NM
M729,UPDIN,6,43°22'44''N,009°54'11''E,FL195,FL95,5 NM
M729,NORNI,7,43°16'44''N,009°58'47''E,FL195,FL95,5 NM
M729,ELBA VORTAC 'ELB',8,42°43'50''N,010°23'45''E,FL195,FL75,5 NM
M729,GILIO,9,42°22'00''N,010°55'34''E,FL195,FL75,5 NM
M729,MEDAL,10,42°03'10''N,011°22'35''E,FL195,FL75,5 NM
M729,RAVAL,11,41°48'17''N,011°43'38''E,FL195,FL75,5 NM
M729,LUNAK,12,41°42'12''N,011°52'14''E,FL195,FL75,5 NM
M729,ELVIN,13,41°29'38''N,012°09'41''E,FL195,FL75,5 NM
M729,RIFFI,14,41°13'28''N,012°31'56''E,FL195,FL75,5 NM
M729,PONZA VORTAC 'PNZ',15,40°54'43''N,012°57'27''E,FL195,FL75,5 NM
M729,VEXUV,16,40°42'22''N,013°17'59''E,FL195,FL75,5 NM
M729,MALOG,17,40°31'59''N,013°35'06''E,FL195,FL75,5 NM
M729,EDOPA,18,40°25'21''N,013°45'55''E,FL195,FL75,5 NM
M729,PEVIR,19,40°16'54''N,013°59'39''E,FL195,FL75,5 NM
M729,DELER,20,40°11'06''N,014°08'57''E,FL195,FL95,5 NM
M729,AGNIS,21,39°48'27''N,014°45'03''E,FL195,5500ft AMSL,5 NM
M729,GIROV,22,39°12'48''N,015°40'30''E,FL195,5500ft AMSL,5 NM
M729,APVAR,23,39°02'09''N,015°56'46''E,FL195,FL95,5 NM
M729,CARAFFA DI CATANZARO VORTAC 'CDC',24,38°45'21''N,016°22'09''E,FL195,FL95,5 NM
M729,DELIK,25,38°37'18''N,016°38'24''E,FL195,FL95,5 NM
M729,EKPAR,26,38°28'29''N,016°55'57''E,FL195,FL95,5 NM
M729,AMREX,27,37°58'16''N,017°55'02''E,FL195,FL95,5 NM
M729,LORNO,28,37°24'00''N,019°00'00''E,FL195,FL95,5 NM

AIRWAY,DESIGNATOR,SEQUENCE,LAT,LON,UPPER BOUND,LOWER BOUND,WIDTH
M730,NITAM,1,45°06'22''N,007°09'28''E,FL195,FL155,5 NM
M730,KUMIN,2,44°57'58''N,007°20'55''E,FL195,FL135,5 NM
M730,KODOK,3,44°56'33''N,007°40'11''E,FL195,FL95,5 NM
M730,TORINO VOR/DME 'TOP',4,44°55'31''N,007°51'42''E,FL195,FL95,5 NM
M730,TESTO,5,44°35'50''N,008°39'56''E,FL195,FL95,5 NM
M730,GENOVA VOR/DME 'GEN',6,44°25'28''N,009°04'56''E,FL195,FL105,5 NM
M730,KALMO,7,44°19'18''N,009°35'39''E,FL195,FL105,5 NM
M730,MIVKI,8,44°13'27''N,010°04'14''E,FL195,FL105,5 NM
M730,BEROK,9,44°09'56''N,010°21'06''E,FL195,FL115,5 NM
M730,RUXOL,10,44°06'55''N,010°35'35''E,FL195,FL115,5 NM
M730,BALUK,11,44°05'55''N,010°40'11''E,FL195,FL115,5 NM
M730,LOMED,12,44°01'38''N,011°00'12''E,FL195,FL105,5 NM
M730,VABMO,13,43°55'18''N,011°37'27''E,FL195,FL105,5 NM
M730,BAGNO,14,43°53'26''N,011°48'08''E,FL195,FL105,5 NM
M730,PIDEP,15,43°49'04''N,012°13'03''E,FL195,FL105,5 NM
M730,LIKNO,16,43°47'38''N,012°20'54''E,FL195,FL105,5 NM
M730,ASDOR,17,43°47'05''N,012°23'59''E,FL195,FL95,5 NM
M730,SORUG,18,43°40'43''N,012°58'57''E,FL195,FL95,5 NM
M730,BIDMA,19,43°39'43''N,013°04'17''E,FL195,FL95,5 NM
M730,ANCONA VOR/DME 'ANC',20,43°35'11''N,013°28'16''E,FL195,FL95,5 NM
M730,KEGED,21,43°34'44''N,013°50'16''E,FL195,FL95,5 NM
M730,LISKO,22,43°34'17''N,014°07'56''E,FL195,FL95,5 NM
M730,TORPO,23,43°33'51''N,014°25'29''E,FL195,FL95,5 NM

M731,PELOS,1,41°09'43''N,008°09'41''E,FL195,FL95,5 NM
M731,MALAV,2,40°50'45''N,008°20'44''E,FL195,FL95,5 NM
M731,ARSIK,3,40°38'44''N,008°27'41''E,FL195,FL95,5 NM
M731,TEKSA,4,40°00'16''N,008°46'19''E,FL195,FL95,5 NM

M732,GINOX,1,40°51'44''N,008°00'00''E,FL195,FL95,5 NM
M732,ALGERO VORTAC 'ALG',2,40°37'41''N,008°14'38''E,FL195,FL95,5 NM
M732,USEPI,3,40°26'47''N,008°23'56''E,FL195,FL95,5 NM
M732,SODIO,4,40°16'40''N,008°32'31''E,FL195,FL95,5 NM
M732,TEKSA,5,40°00'16''N,008°46'19''E,FL195,FL95,5 NM
M732,RAMEN,6,39°48'14''N,008°56'21''E,FL195,FL95,5 NM
M732,KOVAS,7,39°38'44''N,009°04'14''E,FL195,FL85,5 NM
M732,CARBONARA DVOR/DME 'CAR',8,39°06'41''N,009°30'29''E,FL195,FL85,5 NM
M732,LUKAD,9,38°58'40''N,009°43'37''E,FL195,FL85,5 NM
M732,TIVUK,10,38°51'00''N,009°56'00''E,FL195,FL85,5 NM
M732,BULAR,11,38°18'51''N,010°47'34''E,FL195,FL85,5 NM
M732,PININ,12,37°55'47''N,011°23'40''E,FL195,FL85,5 NM
M732,OSDET,13,37°45'53''N,011°38'58''E,FL195,FL85,5 NM
M732,MEGAN,14,37°32'17''N,011°59'46''E,FL195,FL85,5 NM
M732,SENTI,15,37°10'17''N,012°32'59''E,FL195,FL85,5 NM
M732,ROBIM,16,36°54'53''N,012°55'54''E,FL195,FL85,5 NM
M732,RATOK,17,36°43'52''N,013°12'09''E,FL195,FL85,5 NM
M732,UPLIT,18,36°30'00''N,013°32'23''E,FL195,FL85,5 NM

M733,CARBONARA DVOR/DME 'CAR',1,39°06'41''N,009°30'29''E,FL195,FL85,5 NM
M733,PIRIX,2,38°54'05''N,009°34'42''E,FL195,FL85,5 NM
M733,OSMAR,3,38°15'17''N,009°47'14''E,FL195,FL85,5 NM

M734,BETOT,1,40°23'09''N,011°37'54''E,FL195,FL95,5 NM
M734,NIBEL,2,37°44'34''N,010°57'33''E,FL195,FL95,5 NM

M736,OLPIX,1,47°01'02''N,011°41'25''E,FL195,FL155,5 NM
M736,EKPEB,2,46°41'25''N,011°28'19''E,FL195,FL155,5 NM
M736,NAXAV,3,46°27'50''N,011°19'20''E,FL195,FL125,5 NM
M736,BOLZANO VOR/DME 'OZE',4,46°24'19''N,011°17'32''E,FL195,FL135,5 NM
M736,BORMI,5,46°02'10''N,011°10'00''E,FL195,FL135,5 NM
M736,LEDKO,6,45°49'08''N,011°05'19''E,FL195,FL135,5 NM
M736,ADOSA,7,45°38'40''N,011°01'35''E,FL195,FL135,5 NM
M736,ANCONA VOR/DME 'ANC',8,43°35'11''N,013°28'16''E,FL195,FL95,5 NM
M736,GERBU,9,43°20'39''N,013°37'26''E,FL195,FL95,5 NM
M736,UTENO,10,43°15'03''N,013°40'56''E,FL195,FL95,5 NM
M736,OTRET,11,42°41'40''N,014°01'36''E,FL195,FL95,5 NM
M736,NAVAG,12,42°34'49''N,014°05'48''E,FL195,FL95,5 NM
M736,PESCARA VOR/DME 'PES',13,42°26'09''N,014°11'03''E,FL195,FL135,5 NM
M736,UTAPO,14,42°22'32''N,014°10'22''E,FL195,FL135,5 NM
M736,EKMIL,15,42°10'05''N,014°08'01''E,FL195,FL135,5 NM
M736,SUXUB,16,41°52'54''N,014°04'47''E,FL195,FL125,5 NM
M736,ERIKA,17,41°37'22''N,014°01'52''E,FL195,FL105,5 NM
M736,TEANO VOR/DME 'TEA',18,41°17'48''N,013°58'14''E,FL195,FL105,5 NM
M736,SORRENTO DVOR/DME 'SOR',19,40°34'57''N,014°20'06''E,FL195,FL145,5 NM
M736,MAREP,20,39°52'02''N,015°36'14''E,FL195,FL105,5 NM
M736,ULKEN,21,39°36'54''N,016°02'21''E,FL195,FL105,5 NM
M736,DIPOK,22,39°12'53''N,016°43'05''E,FL195,FL105,5 NM
M736,CROTONE VOR/DME 'CRN',23,38°59'46''N,017°04'59''E,FL195,FL105,5 NM

M738,NATAG,1,46°51'29''N,010°37'08''E,FL195,FL175,5 NM
M738,LORLO,2,46°43'27''N,010°40'44''E,FL195,FL165,5 NM
M738,UNTAD,3,46°13'12''N,010°50'34''E,FL195,FL165,5 NM
M738,NEGIK,4,45°49'08''N,010°58'16''E,FL195,FL115,5 NM
M738,ADOSA,5,45°38'40''N,011°01'35''E,FL195,FL155,5 NM
M738,OSTEG,6,45°10'43''N,011°08'20''E,FL195,FL95,5 NM
M738,BENUS,7,44°54'25''N,011°12'13''E,FL195,FL95,5 NM
M738,KREVA,8,44°46'28''N,011°14'06''E,FL195,FL95,5 NM
M738,BOLOGNA DVOR/DME 'BOA',9,44°32'13''N,011°17'26''E,FL195,FL95,5 NM
M738,TARQUINIA VOR/DME 'TAQ',10,42°12'54''N,011°43'57''E,FL195,FL95,5 NM
M738,ESINO,11,41°23'05''N,011°47'41''E,FL195,FL95,5 NM
M738,TURMO,12,40°51'40''N,011°49'58''E,FL195,FL95,5 NM
M738,RONAB,13,39°52'11''N,011°53'28''E,FL195,FL95,5 NM
M738,ERPEM,14,38°56'32''N,011°39'00''E,FL195,FL95,5 NM
M738,PININ,15,37°55'47''N,011°23'40''E,FL195,FL95,5 NM
M738,TUNEX,16,37°35'34''N,011°17'39''E,FL195,FL95,5 NM

M739,TABOT,1,39°09'00''N,008°00'00''E,FL460,FL215,5 NM
M739,NIVAB,2,38°47'25''N,008°30'50''E,FL460,FL215,5 NM

M740,RONAB,1,39°52'11''N,011°53'28''E,FL195,FL85,5
M740,ADUKA,2,38°33'44''N,011°57'03''E,FL195,FL85,5
M740,MEGAN,3,37°32'17''N,011°59'46''E,FL195,FL85,5
M740,ROBET,4,37°02'51''N,011°58'32''E,FL195,FL85,5
M740,PANTELLERIA VOR/DME 'PAN',5,36°48'52''N,011°57'57''E,FL195,FL85,5
M740,RUBRI,6,36°35'54''N,012°04'32''E,FL195,FL85,5
M740,DOBIX,7,36°30'00''N,012°07'37''E,FL195,FL85,5

M742,PAPIZ,1,40°53'30''N,018°57'06''E,FL195,FL95,5 NM
M742,FASAN,2,40°51'50''N,017°25'37''E,FL195,FL95,5 NM
M742,LUXIL,3,40°49'09''N,016°52'15''E,FL195,FL95,5 NM
M742,BUMOK,4,40°42'51''N,015°40'11''E,FL195,FL105,5 NM
M742,LUNAR,5,40°41'26''N,015°25'02''E,FL195,FL105,5 NM
M742,GALTI,6,40°38'24''N,014°53'57''E,FL195,FL105,5 NM
M742,SORRENTO DVOR/DME 'SOR',7,40°34'57''N,014°20'06''E,FL195,FL105,5 NM
M742,DELER,8,40°11'06''N,014°08'57''E,FL195,FL95,5 NM
M742,AMANO,9,39°25'18''N,013°47'48''E,FL195,FL95,5 NM
M742,ROSAS,10,38°51'02''N,013°32'22''E,FL195,FL95,5 NM
M742,PALERMO/Punta Raisi VOR/DME 'PAL',11,38°02'01''N,013°10'39''E,FL195,FL95,5 NM
M742,ADEXI,12,37°20'44''N,013°01'31''E,FL195,FL165,5 NM
M742,ROBIM,13,36°54'53''N,012°55'54''E,FL195,FL95,5 NM
M742,NIBLO,14,36°30'00''N,012°50'32''E,FL195,FL95,5 NM

M858,CANNE,1,46°10'00''N,008°52'52''E,FL165,FL125,5 NM
M858,SARONNO VOR/DME 'SRN',2,45°38'46''N,009°01'18''E,FL195,FL105,5 NM
M858,VOGHERA VOR/DME 'VOG',3,44°57'53''N,008°58'13''E,FL195,FL105,5 NM
M858,ULCOR,4,44°51'55''N,008°59'29''E,FL195,FL105,5 NM
M858,GENOVA VOR/DME 'GEN',5,44°25'28''N,009°04'56''E,FL195,FL95,5 NM
M858,OTMUV,6,44°11'41''N,009°03'17''E,FL195,FL95,5 NM
M858,UNITA,7,43°56'40''N,009°01'30''E,FL195,FL105,5 NM
M858,OLETI,8,43°48'36''N,009°00'31''E,FL195,FL105,5 NM
M858,LIGUR,9,43°32'37''N,008°58'39''E,FL195,FL105,5 NM
M858,TORTU,10,43°23'18''N,008°57'30''E,FL195,FL105,5 NM
M858,CORSI,11,41°20'00''N,008°48'44''E,FL195,FL95,5 NM
M858,MINKA,12,40°49'09''N,008°51'20''E,FL195,FL75,5 NM
M858,BOLOT,13,40°21'24''N,008°53'38''E,FL195,FL95,5 NM
M858,RAMEN,14,39°48'14''N,008°56'21''E,NULL,NULL,NULL

M859,TUTIV,1,45°42'31''N,013°49'36''E,FL195,FL135,5 NM
M859,DAXNU,2,45°37'30''N,013°37'09''E,FL195,FL135,5 NM
M859,BARPI,3,45°35'09''N,013°31'22''E,FL195,FL135,5 NM
M859,UMBEK,4,45°32'40''N,013°25'11''E,FL195,FL135,5 NM
M859,MONFA,5,45°29'14''N,013°16'45''E,FL195,FL135,5 NM
M859,ROSKA,6,45°18'51''N,012°51'42''E,FL195,FL105,5 NM
M859,TULIK,7,45°17'02''N,012°47'21''E,FL195,FL105,5 NM
M859,CHIOGGIA VOR/DME 'CHI',8,45°04'16''N,012°16'53''E,FL195,5500ft AMSL,5 NM
M859,ROVIG,9,44°55'26''N,011°53'51''E,FL195,5500ft AMSL,5 NM
M859,LUMAV,10,44°48'52''N,011°36'59''E,FL195,FL95,5 NM
M859,BOLOGNA DVOR/DME 'BOA',11,44°32'13''N,011°17'26''E,FL195,FL95,5 NM
M859,TODNO,12,44°31'38''N,011°03'42''E,FL195,FL95,5 NM
M859,LURUT,13,44°31'25''N,010°59'00''E,FL195,FL95,5 NM
M859,UVOKI,14,44°30'41''N,010°43'21''E,FL195,FL95,5 NM
M859,LUPOS,15,44°30'17''N,010°34'53''E,FL195,FL95,5 NM
M859,EVKIV,16,44°29'30''N,010°18'51''E,FL195,FL105,5 NM
M859,EKPAL,17,44°29'03''N,010°09'45''E,FL195,FL105,5 NM
M859,KALIK,18,44°28'06''N,009°50'53''E,FL195,FL105,5 NM
M859,GOLAS,19,44°27'18''N,009°37'03''E,FL195,FL105,5 NM
M859,GENOVA VOR/DME 'GEN',20,44°25'28''N,009°04'56''E,FL195,FL95,5 NM
M859,LAGEN,21,44°23'39''N,008°29'53''E,FL195,FL95,5 NM

M871,CARBONARA DVOR/DME 'CAR',1,39°06'41''N,009°30'29''E,FL195,FL95,5 NM
M871,NEVOT,2,39°02'22''N,009°46'13''E,FL195,FL95,5 NM
M871,ADAMI,3,38°42'17''N,010°56'56''E,FL195,FL95,5 NM
M871,KAPIL,4,38°21'22''N,012°07'33''E,FL195,FL95,5 NM
M871,PALERMO/Punta Raisi VOR/DME 'PAL',5,38°02'01''N,013°10'39''E,FL195,FL95,5 NM
M871,BEKIV,6,37°52'39''N,013°40'05''E,FL195,FL95,5 NM
M871,ENEPA,7,37°46'24''N,013°59'58''E,FL195,FL95,5 NM
M871,LIBRO,8,37°37'17''N,014°27'53''E,FL195,FL95,5 NM
M871,NOTRI,9,37°27'22''N,014°58'10''E,FL195,FL95,5 NM
M871,ALUDU,10,37°09'11''N,015°34'47''E,FL195,FL95,5 NM
M871,ERNAM,11,36°51'30''N,016°09'45''E,FL195,FL95,5 NM
M871,SUBOK,12,36°30'00''N,016°51'26''E,FL195,FL95,5 NM

M872,LOMED,1,44°01'38''N,011°00'12''E,FL195,FL105,5 NM
M872,VABMO,2,43°55'18''N,011°37'27''E,FL195,FL105,5 NM
M872,BAGNO,3,43°53'26''N,011°48'08''E,FL195,FL105,5 NM
M872,PIDEP,4,43°49'04''N,012°13'03''E,FL195,FL105,5 NM
M872,LIKNO,5,43°47'38''N,012°20'54''E,FL195,FL155,5 NM
M872,IVMEP,6,43°16'22''N,013°22'05''E,FL195,FL115,5 NM
M872,GUDPO,7,42°48'29''N,013°41'34''E,FL195,FL115,5 NM
M872,AMGOK,8,42°39'18''N,013°53'46''E,FL195,FL115,5 NM
M872,PESCARA VOR/DME 'PES',9,42°26'09''N,014°11'03''E,FL195,FL105,5 NM
M872,URIPI,10,41°52'33''N,015°11'05''E,FL195,FL105,5 NM
M872,DIVKU,11,41°30'00''N,015°50'16''E,FL195,FL105,5 NM

M978,SONAK,1,36°37'12''N,011°30'00''E,FL195,FL115,5 NM
M978,DOBIX,2,36°30'00''N,012°07'37''E,FL195,FL115,5 NM

M984,DETSA,1,46°48'09''N,012°16'52''E,FL195,FL145,5 NM
M984,BAKOR,2,46°36'32''N,011°43'43''E,FL195,FL145,5 NM
M984,NAXAV,3,46°27'50''N,011°19'20''E,FL195,FL155,5 NM
M984,RENTA,4,46°18'20''N,010°51'49''E,FL195,FL155,5 NM
M984,ATPED,5,46°09'15''N,010°25'49''E,FL195,FL155,5 NM
M984,LUSIL,6,46°02'35''N,010°07'00''E,FL195,FL145,5 NM
M984,EVRIP,7,45°51'10''N,009°33'17''E,FL195,FL145,5 NM

M985,MALUG,1,46°42'22''N,012°35'51''E,FL195,FL145,5 NM
M985,VESAL,2,46°23'24''N,011°42'59''E,FL195,FL145,5 NM
M985,ALESE,3,46°16'30''N,011°24'14''E,FL195,FL145,5 NM
M985,SUMIR,4,46°15'32''N,011°21'35''E,FL195,FL135,5 NM
M985,DIBAX,5,46°06'59''N,011°03'51''E,FL195,FL135,5 NM
M985,TAGIP,6,45°56'01''N,010°41'24''E,FL195,FL135,5 NM
M985,NESTI,7,45°48'14''N,010°25'37''E,FL195,FL125,5 NM
M985,OSKOR,8,45°38'57''N,010°07'00''E,FL195,FL125,5 NM
M985,MONEB,9,44°37'35''N,009°15'02''E,FL195,FL105,5 NM
M985,GENOVA VOR/DME 'GEN',10,44°25'28''N,009°04'56''E,FL195,FL105,5 NM
M985,DORAV,11,44°19'35''N,008°51'08''E,FL195,FL105,5 NM
M985,EGHIN,12,44°03'22''N,008°13'16''E,FL195,FL105,5 NM

M986,ANCONA VOR/DME 'ANC',1,43°35'11''N,013°28'16''E,FL195,FL95,5 NM
M986,EVBUN,2,43°44'01''N,012°12'48''E,FL195,FL95,5 NM
M986,GAVRA,3,43°46'34''N,011°49'29''E,FL195,FL95,5 NM

N503,LIKDA,1,47°01'01''N,011°45'03''E,FL195,FL155,5 NM
N503,BAKOR,2,46°36'32''N,011°43'43''E,FL195,FL145,5 NM
N503,VESAL,3,46°23'24''N,011°42'59''E,FL195,FL145,5 NM
N503,LAMPO,4,46°06'21''N,011°42'05''E,FL195,FL125,5 NM
N503,ROKIB,5,45°56'08''N,011°41'32''E,FL195,FL125,5 NM
N503,VICENZA VOR/DME 'VIC',6,45°38'14''N,011°40'35''E,FL195,5500ft AMSL,5 NM
N503,INBUT,7,45°24'48''N,011°55'03''E,FL195,5500ft AMSL,5 NM
N503,LAREN,8,45°16'41''N,012°03'42''E,FL195,5500ft AMSL,5 NM
N503,CHIOGGIA VOR/DME 'CHI',9,45°04'16''N,012°16'53''E,FL195,FL95,5 NM
N503,LOBSI,10,44°54'18''N,012°10'21''E,FL195,FL95,5 NM
N503,GIPUK,11,44°35'19''N,011°58'00''E,FL195,FL95,5 NM
N503,PELEG,12,44°13'40''N,011°44'07''E,FL195,FL155,5 NM
N503,BIKTU,13,44°00'08''N,011°32'21''E,FL195,FL155,5 NM
