ID,Name,Type,Purpose,Freq,OperationalHours,Latitude,Longitude,ICAO
COD,CODOGNO,L,AE,400.50KHZ,H24,45°13'35"N,009°32'28"E,LIML
GRA,GRAZZANISE,L,E,343.00KHZ,H24,41°03'29"N,014°05'06"E,LIRM
LEV,LEVALDIGI,L,A,371.00KHZ,H24,44°32'39.2"N,007°36'55.4"E,LIMZ
PIS,PISA,L,AE,379.00KHZ,H24,43°35'21.2"N,010°17'49.5"E,LIRP
RON,RONCHI DEI LEGIONARI,L,AE,396.00KHZ,H24,45°49'43.7"N,013°21'37.3"E,LIPQ
