LAGO DI COMABBIO,MCN1,45°46'00''N,008°41'28''E,FROM MMP VOR: 345°/8NM FROM SRN VOR: 296°/16NM
LAGO DI LAVELLO,BAS1,41°07'29''N,015°44'07''E,FROM FGG VOR: 151°/20NM TO Stornara: 006°/10NM
LAGO DI MIGNANO,MSS1,44°46'10''N,009°48'02''E,TO Castione Marchesi: 051°/13.5NM
LAGO DI OGLIASTRO,CZW1,37°26'40''N,014°33'41''E,FROM CTF VOR: 265°/24NM FROM SIG NDB: 277°/20NM
LAMBRATE,MLNW1,45°29'05''N,009°14'10''E,FROM LIN VOR: 310°/2NM
LANZO TORINESE,MFNW1,45°16'20''N,007°28'38''E,FROM CSL VOR: 293°/8NM FROM TOP VOR: 321°/26NM
LARIANO,RRE5,41°43'20''N,012°50'10''E,FROM LAT VOR: 341°/11NM FROM ROM VOR: 114°/12NM
LATIANO,BRSW1,40°33'07''N,017°43'29''E,FROM BCS VOR: 231°/12NM
LAVENO,MMN1,45°54'40''N,008°37'00''E,FROM MMP VOR: 342°/17NM FROM SRN VOR: 312°/23NM
LAVIS,DTN1,46°09'21''N,011°05'33''E,FROM VIC VOR: 320°/40NM
LE CAVE,RUN2,42°04'22''N,012°30'42''E,FROM ROM VOR/DME: 346°/16NM
LECCO,MMN5,45°51'05''N,009°23'38''E,FROM BRL VOR: 309°/16NM FROM SRN VOR: 051°/20NM FROM TZO VOR: 344°/18NM
LENTINI,CZS2,37°16'46''N,015°00'00''E,FROM CTF VOR: 193°/11NM FROM SIG NDB: 167°/7NM TO Foce Simeto: 029°/8NM TO Vizzini: 239°/14NM
LEUCA,BNS1,39°47'47''N,018°21'58''E,FROM LCC VORTAC: 159°/29NM
LIDO BRENTA,DTE1,46°00'26''N,011°15'59''E,FROM VIC VOR: 321°/28NM
LIDO DI JESOLO,PZE1,45°30'26''N,012°37'56''E,FROM TES VOR: 092°/11NM
LIGNANO,PQSW1,45°40'07''N,013°06'16''E,FROM RCH VOR: 236°/19NM FROM RON L: 226°/14NM
LISANZA,LGNW2,45°44'12''N,008°36'12''E,FROM MMP VOR: 315°/8NM
LIZZANO,BGS1,40°23'07''N,017°26'51''E,FROM BCS VOR: 230°/29NM TO Taranto Grottaglie AD: 342°/8NM
LOVERE,MMNE4,45°48'56''N,010°04'23''E,FROM BRL VOR: 059°/19NM FROM LIN VOR: 056°/40NM FROM TZO VOR: 056°/28NM
LUNGHEZZA,RGSW1,41°55'30''N,012°40'00''E,FROM RMC VOR: 023°/8NM
MACERATA,PYS2,43°17'50''N,013°27'00''E,FROM ANC VOR: 181°/17NM
MAGIONE,RZW1,43°09'22''N,012°11'43''E,FROM PRU VOR: 282°/14NM
MALBORGHETTO,PPNE3,46°30'25''N,013°26'15''E,FROM VIW VOR: 238°/23NM
MALNATE,LNN1,45°47'49''N,008°52'57''E,FROM SRN VOR: 325°/10NM
MANCIANO,RRNW3,42°35'11''N,011°30'53''E,FROM TAQ VOR: 335°/24NM TO Canino: 123°/13NNM
MANDURIA,BGSE1,40°23'37''N,017°38'27''E,FROM BCS VOR: 217°/22NM TO Taranto/Grottaglie AD: 302°/13NM
MANTOVA SUD,PXS1,45°08'25''N,010°45'07''E,FROM VIL VOR: 201°/17NM
MARANO,PZW2,45°27'51''N,012°07'05''E,FROM TES VOR: 251°/11NM
MARANO TICINO,MCW3,45°37'53''N,008°37'56''E,FROM MMP VOR: 262°/4NM TO Milano/Malpensa AD: 090°/4NM TO Romagnano: 270°/10NM
MARCIANISE,RNN4,41°01'57''N,014°17'59''E,FROM SOR VOR: 355°/27NM FROM TEA VOR 135°/22NM
MARINA DI PISA,RPW1,43°40'42''N,010°16'14''E,FROM PIS L: 346°/5NM FROM PIS VOR: 269°/5NM
MARINA DI RAVENNA,PRNW2,44°29'05''N,012°16'56''E,FROM FOL VOR/DME: 026°/20NM FROM RIM VORTAC: 331°/32NM FROM CHI VOR/DME: 178°/36NM
MARTELLAGO,PHS1,45°32'50''N,012°09'37''E,FROM TES VOR: 279°/9NM FROM TRE L: 147°/5NM
MASSA MARITTIMA,RSNW1,43°02'59''N,010°53'39''E,FROM GRO VOR: 334°/19NM
MAZARA DEL VALLO,CTSE3,37°39'10''N,012°35'52''E,FROM TRP NDB: 161°/16NM FROM TRP VOR: 163°/15NM
MAZZARRONE,CBN2,37°05'02''N,014°33'33''E,FROM COM VOR: 342°/6NM
MEDEA,PQN1,45°55'02''N,013°25'25''E,FROM RCH VOR: 333°/6NM FROM RON L: 024°/6NM
MELDOLA,PKS1,44°07'35''N,012°03'40''E,FROM FOL VOR/DME: 184°/4NM FROM VOR RIM: 284°/25NM
MELITO,CRSE1,37°55'05''N,015°47'30''E,FROM RCA VOR: 142°/12NM
MENAGGIO,MMN7,46°01'20''N,009°14'23''E,FROM BRL VOR: 316°/28NM FROM SRN VOR: 021°/24NM FROM TZO VOR: 337°/30NM
MENTANA,RUNE2,42°02'10''N,012°38'07''E,FROM ROM VOR: 009°/14NM
MERCATINO CONCA,PRSW1,43°52'10''N,012°29'35''E,FROM RIM VOR: 210°/10NM
MESAGNE,BRSW2,40°33'32''N,017°48'48''E,FROM BCS VOR: 218°/9NM
MESTRE NORD,PZN1,45°31'00''N,012°14'08''E,FROM TES VOR: 267°/6NM FROM TRE L: 135°/9NM
MINERBIO,PEE2,44°37'15''N,011°29'20''E,FROM BOA VOR: 058°/10NM TO Castel Maggiore (PEE3): 240°/6NM
MISTERBIANCO,CCN2,37°31'02''N,015°00'18''E,FROM CTF VOR: 317°/4NM FROM SIG NDB: 010°/7NM TO Catania/Fontanarossa AD: 135°/4NM TO Isole Ciclopi Aci Trezza: 071°/8NM TO Paternò: 296°/6NM
MOLA DI BARI,BDSE1,41°03'29''N,017°05'46''E,FROM BAR VOR: 107°/15NM TO Bari AD: 285°/16NM
MOLFETTA,BDNW2,41°11'51''N,016°36'02''E,FROM BAR VOR: 289°/9NM TO Bisceglie: 298°/5NM TO Corato: 250°/9NM TO Bari AD: 113°/8NM
MONDOVI',MZSE1,44°23'22''N,007°49'40''E,FROM LEV L: 135°/13NM FROM TOP VOR: 182°/32NM
MONIGA DEL GARDA,POE1,45°31'48''N,010°32'21''E,FROM BSM VOR: 056°/10.7NM
MONTE PORZIO,RAE2,41°48'54''N,012°43'09''E,FROM ROM VOR: 084°/6NM TO Roccapriora: 124°/2NM
MONTECARLO,RPNE1,43°51'08''N,010°40'54''E,FROM PIS VOR/DME: 047°/16NM
MONTEROTONDO SCALO,RUN1,42°03'43''N,012°35'23''E,FROM ROM VOR/DME: 359°/15NM
MONTESILVANO,BPN1,42°31'00''N,014°09'30''E,FROM PES VOR: 344°/5NM
MONTICIANO,RSNE1,43°08'14''N,011°10'24''E,FROM GRO VOR: 009°/23NM
MORBEGNO,MMNE1,46°08'00''N,009°34'13''E,FROM BRL VOR: 347°/28NM FROM SRN VOR: 037°/37NM FROM TZO VOR: 003°/35NM
MORLUPO,RUN4,42°08'30''N,012°30'17''E,FROM CMP VOR: 079°/6NM
MORNAGO,LGE1,45°44'34''N,008°45'11''E,FROM MMP VOR: 006°/6NM
MOZZATE,LNS1,45°40'58''N,008°57'00''E,FROM SRN VOR: 304°/3.67NM
MUGGIA,PQSE2,45°36'11''N,013°46'00''E,FROM RCH VOR: 136°/18NM FROM RON L: 126°/22NM
NE CUNEO,MZSW1,44°24'03''N,007°35'06''E,FROM LEV L: 188°/9NM FROM TOP VOR: 200°/34NM
NERVI,MJE1,44°23'00''N,009°02'23''E,FROM GEN VOR: 215°/3NM FROM SES VOR: 101°/10NM\
NIBBIANO,MSW1,44°54'20''N,009°19'52''E,FROM VOG VOR: 101°/16NM
NICASTRO,CAN1,38°58'31''N,016°19'11''E,FROM CRN VOR: 266°/36NM FROM LMT VOR: 029°/5NM
NISIDA,RNSW1,40°47'43''N,014°09'36''E,FROM SOR VOR: 326°/15NM FROM TEA VOR: 162°/31NM
NOCERA INFERIORE,RNSE1,40°44'30''N,014°38'35''E,FROM SOR VOR: 054°/17NM FROM TEA VOR: 135°/45NM
NONE,MFSW4,44°56'00''N,007°32'30''E,FROM CSL VOR: 194°/18NM FROM TOP VOR: 271°/14NM
NORD,CJN1,38°15'50''N,013°05'00''E,FROM PRS VOR: 360/5.5NM
NORD CAPO GALLO,CJNE1,38°14'13''N,013°19'11''E,FROM PAL VOR: 027°/14NM FROM PRS VOR: 069°/12NM TO Capo San Vito: 262°/28NM TO Palermo/Punta Raisi AD: 250°/11NM
NORD EST,CJNE2,38°19'44''N,013°16'12''E,FROM PRS VOR: 042°/13NM
NORD EST ACIREALE,CCNE1,37°37'00''N,015°14'00''E,FROM CTF VOR: 042°/12NM FROM SIG NDB: 043°/18NM TO Isole Ciclopi Aci Trezza: 224°/5NM
NORD OVEST,CJNW2,38°12'45''N,012°53'48''E,FROM PRS VOR: 284°/9NM
NORD PISTOIA,RQNW1,43°56'36''N,010°54'27''E,FROM PRT VOR: 301°/15NM
NORTH,CGN1,36°55'41''N,011°58'12''E,FROM PAN VOR: 360°/7NM
NORTH GATE,CTN1,38°01'16''N,012°27'16''E,FROM PAL VOR: 267°/34NM FROM TRP NDB: 342°/7NM FROM TRP VOR: 338°/8NM
NORTH PEGLI,MJN1,44°25'35''N,008°48'50''E,FROM GEN VOR: 270°/12NM FROM SES VOR: 321°/1NM
NOVOLI,BNNW1,40°21'46''N,018°00'34''E,FROM LCC VORTAC: 325°/9NM
NUS,MWE1,45°44'32''N,007°28'30''E,FROM SCS VOR: 092°/6NM FROM SVC NDB: 268°/10NM
OLBIA NORD,EON1,40°59'28''N,009°30'02''E,FROM SME VOR: 357°/6NM
OLEGGIO,MNN1,45°35'45''N,008°37'11''E,FROM MMP VOR: 247°/7NM
ONEDA,LGNW1,45°44'12''N,008°40'04''E,FROM MMP VOR: 333°/6NM
ORBASSANO,MAS1,44°59'42''N,007°31'18''E,FROM CSL VOR: 201°/15NM FROM TOP VOR: 285°/15NM
ORSARA DI PUGLIA,BASW2,41°16'36''N,015°16'04''E,FROM FGG VOR: 230°/15NM TO Ariano Irpino: 226°/11 TO Troia: 019°/5NM
ORTONA,BPSE2,42°21'15''N,014°24'40''E,FROM PES VOR: 114°/11NM
ORVIETO SCALO,RRN5,42°43'20''N,012°07'45''E,FROM CMP VOR: 340°/37NM FROM TAQ VOR: 027°/35NM TO 2NM East Lago di Bolsena: 207°/7NM
OSIMO,PYS1,43°29'00''N,013°28'50''E,FROM ANC VOR: 174°/6NM
OSPITALETTO,POW1,45°33'28''N,010°04'19''E,FROM BSA VOR: 304°/13NM
OSTIA,RFS2,41°43'40''N,012°16'30''E,FROM OST VOR: 158°/5NM
OSTRA,PYW1,43°36'52''N,013°08'48''E,FROM ANC VOR: 275°/14NM
OSTUNI,BRNW1,40°43'31''N,017°34'56''E,FROM BCS VOR: 278°/17NM
PADOVA EST,PZW1,45°25'19''N,011°57'23''E,FROM TES VOR: 250°/18NM FROM TRE L: 204°/13NM
PALAGONIA,CZSW1,37°19'42''N,014°44'54''E,FROM CTF VOR: 242°/17NM FROM SIG NDB: 249°/11NM TO Vizzini: 178°/10NM
PALASPORT ALZANO,MEN1,45°43'55''N,009°44'01''E,FROM BRL VOR: 029°/4NM FROM TZO VOR: 042°/14NM
PALMANOVA,PQNW1,45°54'42''N,013°18'14''E,FROM RCH VOR: 302°/9NM FROM RON L: 333°/6NM
PALOMBARA SABINA,RGNE1,42°03'58''N,012°45'57''E,FROM RMC VOR: 024°/18NM
PARABIAGO,MCE2,45°33'20''N,008°57'30''E,FROM LIN VOR: 292°/15NM FROM MMP VOR: 118°/11NM FROM SRN VOR: 205°/6NM TO Samarate: 299°/8NM
PASSO,RFN1,41°55'01''N,012°08'20''E,FROM OST VOR: 325°/8NM
PASSO CORESE,RUNE3,42°09'10''N,012°38'55''E,FROM ROM VOR: 007°/21NM FROM CMP VOR: 082°/12NM TO Settebagni Service Area: 211°/10NM
PASSO DEI GIOVI,MJNE2,44°33'10''N,008°56'10''E,FROM GEN VOR: 320°/10NM FROM SES VOR: 030°/9NM FROM VOG VOR: 182°/25NM
PASSO DEL TURCHINO,MJNW1,44°29'05''N,008°44'08''E,FROM GEN VOR: 283°/15NM FROM SES VOR: 316°/6NM FROM VOG VOR: 198°/30NM
PATERNO',CCN1,37°33'39''N,014°54'10''E,FROM CTF VOR: 305°/10NM FROM SIG NDB: 340°/10NM TO Misterbianco: 116°/6NM
PENNE,BPW1,42°27'30''N,013°55'40''E,FROM PES VOR: 275°/11NM
PERGOLA,PYW2,43°33'50''N,012°50'00''E,FROM ANC VOR: 266°/28NM
PESCHIERA DEL GARDA,PXW1,45°27'00''N,010°41'30''E,FROM BSA VOR: 086°/16NM FROM VIL VOR: 284°/9NM
PETILIA POLICASTRO,CANE2,39°06'54''N,016°47'11''E,FROM CRN VOR: 299°/16NM FROM LMT VOR: 060°/27NM
PIADENA,POS1,45°08'00''N,010°22'00''E,FROM BSA VOR: 172°/18NM
PIAN DEL VOGLIO,PES1,44°10'00''N,011°12'59''E,FROM BOA VOR: 187°/22NM TO Sasso Marconi (PES2): 003°/14NM
PIEDILUCO,QNNW1,42°32'07''N,012°45'40''E,FROM CMP VOR: 033°/30NM FROM ROM VOR: 008°/44NM
PIEVE PORTO MORONE,MSNW1,45°05'00''N,009°27'00''E,FROM VOG VOR: 069°/22NM
PIOVE DI SACCO,PZSW1,45°17'12''N,012°01'45''E,FROM CHI VOR: 319°/17NM
PISA NORD,RPN2,43°46'44''N,010°20'07''E,FROM PIS VOR/DME: 336°/7NM
PIZZO,CAS3,38°44'09''N,016°09'52''E,FROM CRN VOR: 248°/46NM FROM LMT VOR: 203°/11NM
PIZZOLI,APN2,42°26'10''N,013°17'57''E,FROM PES VOR: 262°/39NM
POIRINO,MFSE1,44°55'10''N,007°50'55''E,FROM CSL VOR: 154°/20NM FROM TOP VOR: 236°/1NM
POLO INDUSTRIALE BUSTO ARSIZIO,MCE1,45°35'17''N,008°49'39''E,FROM MMP VOR: 128°/5NM
PONTASSIEVE,RQE1,43°46'30''N,011°26'25''E,FROM PRT VOR: 100°/11NM
PONTE BARIZZO,RIS1,40°29'54''N,015°00'53''E,FROM SOR VOR: 097°/31NM
PONTE DELL'OLIO,MSSW1,44°52'08''N,009°38'33''E,TO Lago di Mignano: 130°/9NM TO San Nicolò 354°/12NM
PONTE F. FELLA,PPNE7,46°22'45''N,013°07'20''E,FROM RCH VOR: 334°/36NM FROM VIW VOR: 238°/38NM
PONTE GALERIA,RFE1,41°49'15''N,012°21'23''E,FROM OST VOR: 077°/5NM
PONTE SAN NICOLO',PUSE1,45°22'09''N,011°55'24''E,FROM VIC VOR: 145°/19NM FROM CHI VOR: 318°/23NM
PONTE TARO,MPW1,44°49'34''N,010°12'43''E,FROM BOA VOR: 289°/49NM TO Collecchio: 174°/5NM TO Fontanellato: 337°/4NM
PONTEBBA,PPNE4,46°30'20''N,013°18'20''E,FROM VIW VOR: 244°/28 NM
PONTEDERA,RPE1,43°39'40''N,010°37'46''E,FROM PIS VOR: 094°/10NM FROM PRT VOR: 249°/26NM
PONTEVICO,POW2,45°16'30''N,010°05'30''E,FROM BSA VOR: 223°/14NM FROM VIL VOR: 256°/35NM
PONTIDA,MENW1,45°43'52''N,009°29'54''E,FROM BRL VOR: 291°/9NM FROM TZO VOR: 357°/10NM
PONTILE SIR,CAS1,38°51'26''N,016°13'15''E,FROM CRN VOR: 256°/41NM FROM LMT VOR: 214°/4NM
POPOLI,BPSW2,42°10'30''N,013°50'00''E,FROM PES VOR: 223°/22NM
PORTO CESAREO,BNW1,40°14'07''N,017°54'37''E,FROM LCC VORTAC: 266°/10NM
PORTO DI MALAMOCCO,PZS3,45°20'05''N,012°20'06''E,FROM CHI VOR: 006°/16NM FROM TES VOR: 186°/11NM
PORTO GIOIA TAURO,CRNE2,38°26'34''N,015°53'52''E,FROM RCA VOR: 026°/25NM
PORTOGRUARO,PHE1,45°46'51''N,012°50'08''E,FROM AVI NDB: 115°/19NM FROM RCH VOR: 262°/27NM FROM TES VOR: 050°/25NM
POSADA,EOSE2,40°38'15''N,009°43'30''E,FROM SME VOR: 145°/18NM
PREDAPPIO,PRNW6,44°05'57''N,011°58'52''E,FROM FOL VOR/DME: 213°/7NM FROM RIM VOR: 279°/28NM
PRISSIANO,PBW1,46°33'15''N,011°10'49''E,FROM OZE VOR: 331°/10NM
PRIVERNO,RLE1,41°28'47''N,013°10'54''E,FROM LAT VOR/DME: 105°/12NM FROM FRS VOR/DME: 206°/11NM TO Borgo Isonzo: 256°/12NM TO 2 NM West Terracina: 174°/12NM TO Prossedi: 062°/4NM
PROSSEDI,RLE2,41°30'38''N,013°15'56''E,FROM LAT VOR/DME: 095°/16NM FROM FRS VOR/DME: 188°/8NM TO Priverno: 242°/4NM
PUNTA ALA,RSW1,42°48'32''N,010°43'14''E,FROM ELB VOR: 070°/15NM
QUARTO,RNW2,40°52'59''N,014°07'45''E,FROM SOR VOR: 331°/20NM FROM TEA VOR: 162°/26NM
QUARTU,EEE1,39°14'40''N,009°11'43''E,FROM CAG VOR: 091°/7NM FROM CAR VOR: 298°/17NM
QUIESA,RPN1,43°50'53''N,010°23'36''E,FROM PIS VOR/DME: 357°/10NM
RACCONIGI,MZN1,44°44'24''N,007°40'51''E,FROM TOP VOR/DME 215°/14NM
RAGUSA,CBSE1,36°55'23''N,014°44'02''E,FROM COM VOR: 117°/8NM
RDL 260/22 LMT VOR/DME,CAW1,38°50'21''N,015°47'51''E,FROM CRN VOR: 259°/61NM FROM LMT VOR: 258°/22NM
RDL 290/22 LMT VOR/DME,CAW2,39°01'39''N,015°49'47''E,FROM CRN VOR: 270°/59NM FROM LMT VOR: 288°/22NM
RIACI CAPO,CRS1,37°57'05''N,015°41'20''E,FROM RCA VOR: 163°/18NM
RIANO RAILWAY STATION,RUN3,42°06'07''N,012°29'52''E,FROM CMP VOR: 104°/5NM
RIVOLI,MASW,45°03'37''N,007°31'21''E,FROM CSL VOR: 208°/11NM FROM TOP VOR: 298°/17NM
ROCCA LUMERA,CRSW2,37°58'10''N,015°23'20''E,FROM RCA VOR: 240°/14NM
ROCCABIANCA,MPN2,45°00'29''N,010°13'05''E,FROM BOA VOR: 301°/54NM
ROCCAPRIORA,RRE4,41°47'35''N,012°45'45''E,FROM ROM VOR: 093°/8NM
ROCCATEDERIGHI,RSN2,43°02'02''N,011°05'24''E,FROM GRO VOR: 001°/16NM
ROGOREDO,MLW2,45°26'29''N,009°14'12''E,FROM LIN VOR: 233°/2NM TO Rozzano: 229°/5NM
ROMAGNANO,MCW2,45°38'05''N,008°23'08''E,FROM MMP VOR: 268°/15NM TO Marano Ticino: 090°/10NM
ROMANO DI LOMBARDIA,MES1,45°31'22''N,009°43'25''E,FROM BRL VOR: 166°/9NM FROM TZO VOR: 102°/9NM
RONDISSONE,MFE3,45°14'22''N,007°58'20''E,FROM CSL VOR: 084°/14NM FROM TOP VOR: 013°/19NM
ROSETO DEGLI ABRUZZI,BPN2,42°40'20''N,014°01'10''E,FROM PES VOR: 331°/16NM
ROVATO,MEE1,45°34'00''N,010°00'00''E,FROM BRL VOR: 112°/15NM FROM TZO VOR: 087°/21NM
ROVINE DI FERENTO,RVN2,42°28'45''N,012°07'15''E,FROM TAQ VOR: 046°/23NM
ROZZANO,MLW1,45°23'15''N,009°08'48''E,FROM LIN VOR: 230°/7NM TO Rogoredo: 049°/5NM
RUBANO,PUNW1,45°25'37''N,011°47'11''E,FROM VIC VOR: 158°/13NM FROM CHI VOR: 314°/30NM
S.G. REATINO,QNS1,42°20'32''N,012°51'18''E,FROM CMP VOR: 056°/25NM FROM ROM VOR: 018°/34NM
SALUZZO,MZNW1,44°38'40''N,007°29'20''E,FROM LEV L: 317°/8NM FROM TOP VOR: 223°/23NM
SAMARATE,MCE3,45°37'30''N,008°47'12''E,FROM MMP VOR: 112°/2NM FROM SRN VOR: 262°/10NM TO Milano/Malpensa AD: 275°/3NM TO Parabiago: 119°/8NM
SAN BIAGIO DI CALLALTA,PHE3,45°41'11''N,012°23'02''E,FROM TES VOR: 002°/10NM FROM TRE L: 071°/13NM
SAN DONA' DI PIAVE,PHE4,45°37'52''N,012°33'58''E,FROM TES VOR: 049°/11NM FROM TRE L: 086°/20NM
SAN FELICE SUL PANARO,PEN4,44°50'07''N,011°08'36''E,FROM BOA VOR: 339°/19NM
SAN MARTINO DEI CALVI,MMNE2,45°56'45''N,009°40'35''E,FROM BRL VOR: 356°/16NM FROM SRN VOR: 056°/33NM FROM TZO VOR: 016°/24NM
SAN MAURO MARCHESATO,BCNW1,39°06'00''N,016°55'00''E,FROM CRN VOR: 306°/10NM FROM LMT VOR: 066°/33NM
SAN NICOLO',MSNW2,45°04'30''N,009°37'00''E,FROM VOG VOR: 075°/28NM
SAN PIETRO IN CASALE,PEN2,44°42'00''N,011°24'20''E,FROM BOA VOR: 025°/11NM TO Ansa Reno (PEN3): 217°/6NM
SAN PIETRO VERNOTICO,BRSE2,40°29'15''N,017°59'57''E,FROM BCS VOR: 165°/11NM
SAN POLO DI PIAVE,PAS1,45°47'48''N,012°26'22''E,FROM AVI NDB: 175°/8NM FROM TES VOR: 008°/17NM
SAN QUIRICO,MJNE1,44°28'59''N,008°54'51''E,FROM GEN VOR: 295°/8NM FROM SES VOR: 044°/6NM FROM VOG VOR: 184°/29NM
SAN SEVERO,BAN2,41°41'03''N,015°22'43''E,FROM FGG VOR: 334°/17NM TO 2NM North Lucera: 209°/11NM TO Foci del Fortore: 347°/14NM
SAN VITO CHIETINO,BPSE3,42°17'45''N,014°28'10''E,FROM PES VOR: 121°/15NM
SAN VITO DEI NORMANNI,BRW1,40°39'27''N,017°42'47''E,FROM BCS VOR: 262°/11NM
SAN VITTORINO,RGSE1,41°54'56''N,012°47'31''E,FROM RMC VOR: 050°/11NM
SANREMO,MMSW3,43°49'05''N,007°46'24''E,FROM ALB VOR: 227°/21NM
SANT'ILARIO D'ENZA,MPSE1,44°45'47''N,010°27'06''E,FROM BOA VOR: 289°/38NM TO Collecchio: 264°/10NM
SANTA SOFIA,PRW1,43°56'44''N,011°54'20''E,FROM FOL VOR/DME: 205°/16NM FROM RIM VOR: 261°/31NM
SARENTINO,PBN1,46°38'32''N,011°21'21''E,FROM OZE VOR: 009°/14NM
SARROCH,EESW1,39°03'09''N,009°00'23''E,FROM CAG VOR: 191°/12NM FROM CAR VOR: 262°/24NM
SASSO MARCONI,PES2,44°23'40''N,011°14'55''E,FROM BOA VOR: 190°/9NM TO Borgonuovo (PES3): 014°/3NM
SAVONA,MJW2,44°18'30''N,008°28'38''E,FROM ALB VOR: 043°/22NM FROM GEN VOR: 254°/27NM FROM SES VOR: 245°/16NM
SCANSANO,RSSE1,42°41'06''N,011°20'29''E,FROM GRO VOR: 110°/13NM
SCOPELLO,MMNW5,45°46'20''N,008°05'33''E,FROM MMP VOR: 285°/28NM FROM SCS VOR: 086°/32NM FROM SVC NDB: 083°/16NM
SCORRANO,BNSE1,40°06'11''N,018°16'28''E,FROM LCC VORTAC: 142°/11NM
SEGESTA,CTNE1,37°56'39''N,012°50'08''E,FROM PAL VOR: 250°/17NM FROM TRP NDB: 082°/16NM FROM TRP VOR: 078°/16NM
SELLIA MARINA,CAE1,38°54'23''N,016°44'37''E,FROM CRN VOR: 249°/17NM FROM LMT VOR: 087°/22NM
SENIGALLIA,PYN1,43°43'00''N,013°13'00''E,FROM ANC VOR: 303°/14NM
SENORBI',EEN1,39°31'35''N,009°07'48''E,FROM CAG VOR: 012°/17NM FROM CAR VOR: 325°/30NM
SERDIANA,EEN2,39°22'04''N,009°09'25''E,FROM CAG VOR: 034°/9NM FROM CAR VOR: 313°/22NM
SERRA SAN QUIRICO RAILWAY STATION,PYSW2,43°26'43''N,013°01'39''E,FROM ANC VOR: 245°/21NM
SESTO AL REGHENA,PASE1,45°51'35''N,012°48'41''E,FROM AVI NDB: 102°/17NM FROM RCH VOR: 272°/28NM FROM RIV NDB: 229°/7NM
SESTRI LEVANTE,MJE3,44°16'25''N,009°23'48''E,FROM GEN VOR: 123°/16NM FROM SES VOR: 108°/26NM
SESTU,EEN3,39°18'30''N,009°05'50''E,FROM CAG VOR: 032°/4NM FROM CAR VOR: 300°/22NM
SETTEBAGNI SERVICE AREA,RUNE1,42°00'15''N,012°31'43''E,FROM CMP TVOR: 137°/9NM TO Settecamini: 132°/6NM
SETTECAMINI,RUE2,41°56'25''N,012°37'20''E,FROM ROM VOR: 009°/8NM TO Settebagni Service Area: 312°/6NM
SGURGOLA,RHW1,41°40'26''N,013°08'56''E,FROM LAT VOR/DME: 050°/14NM FROM FRS VOR/DME: 284°/7NM TO Colleferro: 297°/9NM TO Supino: 130°/5NM
SINNAI,EENE3,39°18'10''N,009°11'41''E,FROM CAG VOR: 064°/7NM FROM CAR VOR: 308°/19NM
SISSA,MPN1,44°57'55''N,010°15'31''E,FROM BOA VOR: 299°/51NM TO Colorno: 110°/5NM TO Soragna: 248°/6NM
SOAVE,PXE1,45°25'30''N,011°14'30''E,FROM VIC VOR: 234°/22NM FROM VIL VOR: 084°/14NM
SOMMA VESUVIANA,RNE1,40°52'23''N,014°26'19''E,FROM SOR VOR: 013°/18NM FROM TEA VOR: 138°/33NM
SONA,PXW3,45°26'05''N,010°49'50''E,FROM VIL VOR: 295°/4NM
SORAGNA,MPNW2,44°55'45''N,010°07'17''E,FROM BOA VOR: 294°/55NM TO Sissa: 068°/6NM
SOUTH CASAPESENNA,RNNW1,40°58'55''N,014°07'16''E,FROM SOR VOR: 336°/26NM FROM TEA VOR: 158°/20NM
SOUTH FOSSANO,MZE1,44°32'00''N,007°42'00''E,FROM LEV L: 100°/4NM FROM TOP VOR: 196°/25NM
SOUTH GATE,CTS1,37°43'01''N,012°27'45''E,FROM PAL VOR: 239°/39NM FROM TRP NDB: 185°/12NM FROM TRP VOR: 191°/11NM
SOUTHEAST,CGSE1,36°45'41''N,012°09'10''E,FROM PAN VOR: 107°/10NM
SOUTHWEST,CGSW1,36°42'22''N,011°55'40''E,FROM PAN VOR: 194°/7NM
SOVERATO,CASE2,38°41'16''N,016°33'00''E,FROM CRN VOR: 231°/31NM FROM LMT VOR: 132°/19NM
SPARTÀ,CRNW1,38°17'40''N,015°32'30''E,FROM RCA VOR: 338°/14NM
SPILAMBERTO,PESW1,44°31'55''N,011°01'35''E,FROM BOA VOR: 267°/11NM TO Borgonuovo (PES3): 114°/12NM
SPILIMBERGO,PAE1,46°07'00''N,012°54'31''E,FROM RIV L: 351°/11NM FROM AVI L: 058°/23NM
SPINACETO,RRS1,41°45'59''N,012°26'20''E,FROM OST VOR: 102°/9NM
SPINO D'ADDA,MLE1,45°23'55''N,009°29'46''E,FROM BRL VOR: 203°/18NM FROM LIN VOR: 110°/10NM FROM TZO VOR: 182°/10NM TO Idroscalo: 289°/9NM
SPRESIANO,PASW2,45°46'49''N,012°15'24''E,FROM AVI NDB: 218°/11NM FROM TES VOR: 342°/16NM
SS1 AURELIA,RFNE1,41°53'03''N,012°22'52''E,FROM OST VOR: 051°/8NM
STADIO OLIMPICO,RUSW1,41°56'02''N,012°27'17''E,FROM ROM VOR/DME: 321°/10NM
STAZIONE DI ALBERESE,RSS2,42°38'55''N,011°08'44''E,FROM ELB VOR: 097°/34NM
STECCATO,BCSW1,38°56'10''N,016°55'20''E,FROM CRN VOR: 242°/8NM FROM LMT VOR: 083°/31NM
STORNARA,BASE3,41°17'01''N,015°46'00''E,FROM FGG VOR: 127°/14NM TO 2NM South Canosa: 112°/15NM TO Foggia AD: 309°/14NM TO Lago di Lavello: 186°/10NM
SUD DI LIVORNO,RPS2,43°30'20''N,010°19'12''E,FROM PIS L: 167°/5NM FROM PIS VOR: 196°/11NM
