ICAO,IDENT,Province,Name,Altitude,Latitude,Longitude,Owner,Radio
CBCCH,CBCPCHIARO,Campobasso,Associazione Volo Molise,500,41°27'24"N,14°32'3"E,Teodoro Minichetti,NULL
CBTMO,CBTERMOLI,Campobasso,Molise Ultravolo,400,41°58'33"N,15°1'12"E,NULL,0875-706125 / 349-5954080
